year_of_arrival,flag,place_of_purchase,place_of_landing,percent_women,percent_children,percent_men,total_embarked,total_disembarked,resistance_label,vessel_name,captain's_name,voyage_id,sources
1709,Portugal / Brazil,Whydah,"Martinique, port unspecified",,,,92,77,,Bom Jesus de Bouças e S João Batista,"Abreu, Manoel Texeira de<br/> Hingrand",50339,"[u'APEB, cod. 440<><i>Arquivo P\xfablico do Estado da Bahia</i> (Salvador da Bahia, Brazil)', u'ANRJ,Codice141,I,34<><p><em>Arquivo Nacional&nbsp;</em>(Rio de Janeiro)</p>', u'Hallier, 19<><p>Hallier, Val&eacute;rie, Le lancement de la traite n&eacute;gri&egrave;re &agrave; Nantes de 1688 &agrave; 1713 (M&eacute;moire de ma&icirc;trise, Universit&eacute; de Nantes, 1996)</p>', u'ADLA B4574<><p><em>Archives D&eacute;partementales de Loire-Atlantique,</em> Nantes, France</p>']"
1709,France,,Buenos Aires,,,,357,298,,Amphitrite,"Andrieu, Bernabe",33511,"[u'Montague, 144-183<><p>Montague, ""The Glorious Beginning"", Qin Feng Wang (ed.), <em>Etudes historiques</em>, v. 1 (2019)</p>', u'Munford,207<>Munford, Clarence J., <i>Black Ordeal of Slavery and Slave Trading in the French West Indies, 1625-1715</i>, 3 vols. (Lewiston, NY, 1991).', u'Studer<><p>De Studer, Elena F. S., <em>Trata de Negros en el Rio de la Plata Durante el Siglo XVII</em> (Buenos Aires, 1984).</p>', u'ANSOM, F2A 7, 29 Oct-14 Nov 1707<><p><em>Archives Nationales, Section d&rsquo;Outre-mer</em> (Aix-en-Provence, France)</p>']"
1709,France,Whydah,"Martinique, port unspecified",,,,45,34,,Comte de Tessé,"Thomas, Isaac",33651,"[u'ANSOM, C8A 18:ff56-56v<><p><em>Archives Nationales, Section d&rsquo;Outre-mer</em> (Aix-en-Provence, France)</p>', u'ADLA B4573<><p><em>Archives D&eacute;partementales de Loire-Atlantique,</em> Nantes, France</p>', u'ADLA B4645<><p><em>Archives D&eacute;partementales de Loire-Atlantique,</em> Nantes, France</p>', u'Hallier, 18<><p>Hallier, Val&eacute;rie, Le lancement de la traite n&eacute;gri&egrave;re &agrave; Nantes de 1688 &agrave; 1713 (M&eacute;moire de ma&icirc;trise, Universit&eacute; de Nantes, 1996)</p>', u'ADLA B4703 passports<><p><em>Archives D&eacute;partementales de Loire-Atlantique,</em> Nantes, France</p>']"
1709,Netherlands,Cape Lahou,"Martinique, port unspecified",,,,152,120,,Jacob,"Briand, Charles<br/> Briand, Charles",33652,"[u'Hallier, 20<><p>Hallier, Val&eacute;rie, Le lancement de la traite n&eacute;gri&egrave;re &agrave; Nantes de 1688 &agrave; 1713 (M&eacute;moire de ma&icirc;trise, Universit&eacute; de Nantes, 1996)</p>', u'ADLA B4574<><p><em>Archives D&eacute;partementales de Loire-Atlantique,</em> Nantes, France</p>', u'ANSOM, C8A 18:ff56-56v<><p><em>Archives Nationales, Section d&rsquo;Outre-mer</em> (Aix-en-Provence, France)</p>']"
1709,France,"Africa., port unspecified",Cartagena,,,,450,343,,Comte de Lamoignon (a) Mignon,"Bouquier, Ferrer",33655,"[u'Preciado, 151, 159<>Palacio, Preciado Jorge, <i>La Trata de Negros por Cartagena de Indias, 1650-1750</i> (Tunja, Columbia, 1972).', u'ANSOM, C8A 17,ff.65v-66<><p><em>Archives Nationales, Section d&rsquo;Outre-mer</em> (Aix-en-Provence, France)</p>', u'ANSOM, F2A 7, 29 Oct-14 Nov 1707<><p><em>Archives Nationales, Section d&rsquo;Outre-mer</em> (Aix-en-Provence, France)</p>']"
1709,France,Whydah,"Saint-Domingue, port unspecified",,,,592,452,,Duc de Bretagne,"Le Roux, Jean",30002,"[u'mettas,I<>Mettas, Jean,  <i>R\xe9pertoire des Exp\xe9ditions N\xe9gri\xe8res Fran\xe7aises au XVIIIe Si\xe8cle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), \xe9dit\xe9 par Serge et Michelle Daget.', u'ANSOM, C6 3<><p><em>Archives Nationales, Section d&rsquo;Outre-mer</em> (Aix-en-Provence, France)</p>']"
1709,France,Cape Lahou,"Grenada, port unspecified",,,,275,210,,César,"Cazalis, Jean de",30003,"[u'mettas,I<>Mettas, Jean,  <i>R\xe9pertoire des Exp\xe9ditions N\xe9gri\xe8res Fran\xe7aises au XVIIIe Si\xe8cle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), \xe9dit\xe9 par Serge et Michelle Daget.', u'ANSOM, C8A 18:ff56-56v<><p><em>Archives Nationales, Section d&rsquo;Outre-mer</em> (Aix-en-Provence, France)</p>', u'Hallier, 20<><p>Hallier, Val&eacute;rie, Le lancement de la traite n&eacute;gri&egrave;re &agrave; Nantes de 1688 &agrave; 1713 (M&eacute;moire de ma&icirc;trise, Universit&eacute; de Nantes, 1996)</p>', u'ADLA B4574<><p><em>Archives D&eacute;partementales de Loire-Atlantique,</em> Nantes, France</p>', u'ADLA B4704 passports<><p><em>Archives D&eacute;partementales de Loire-Atlantique,</em> Nantes, France</p>']"
1709,France,Whydah,Cayenne,,,,300,289,,Saint Joseph,"Catho, Simon",30004,"[u'mettas,I<>Mettas, Jean,  <i>R\xe9pertoire des Exp\xe9ditions N\xe9gri\xe8res Fran\xe7aises au XVIIIe Si\xe8cle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), \xe9dit\xe9 par Serge et Michelle Daget.', u'Hallier, 21<><p>Hallier, Val&eacute;rie, Le lancement de la traite n&eacute;gri&egrave;re &agrave; Nantes de 1688 &agrave; 1713 (M&eacute;moire de ma&icirc;trise, Universit&eacute; de Nantes, 1996)</p>', u'ADLA B4547<><p><em>Archives D&eacute;partementales de Loire-Atlantique,</em> Nantes, France</p>', u'ADLA B4574<><p><em>Archives D&eacute;partementales de Loire-Atlantique,</em> Nantes, France</p>', u'ADLA B4704 passports<><p><em>Archives D&eacute;partementales de Loire-Atlantique,</em> Nantes, France</p>']"
1709,Denmark / Baltic,"West Central Africa and St. Helena, port unspecified",St. Thomas,0.17252,0.10224,0.72524,370,313,,Vliegende Hert (a) Prinz Eugen,"Vos, Jacob Centsen",35064,"[u'Westergaard,320-26<>Westergaard, Waldemar, <i>The Danish West Indies Under Company Rule (1671-1754)</i> (New York, 1917).', u'Br\xfcbach,235<>Br\xfcbach, Nils, \u201cBrandenburg-Preu\xdfen im transatlantischen Sklavenhandel 1685-1715,\u201d MA dissertation (Universit\xe4t Erlangen-N\xfcrnberg, 1988)', u'Szymanski,87-88<><p>Szymanski, Hans, <em>Brandenburg Preu&szlig;en zur See, 1605-1815</em> (Leipzig, 1937).</p>', u'Paesie,357-79<><p>Paesie, Ruud, <em>Lorrendrayen op Africa: De illegale goederen- en slavenhandel op West-Afrika tijdens het achttiende-eeuwse handelsmonopolie van de West-Indische Compagnie, 1700-1734</em> (Middelburg, 2008)<br /><br /></p>\n<div id=""mcePasteBin"" style=""position: absolute; top: 0px; left: 0; background: red; width: 1px; height: 1px; overflow: hidden"" contenteditable=""false"">\n<div contenteditable=""true"">De illegale goederen- en slavenhandel op West-Afrika tijdens het achttiende-eeuwse handelsmonopolie van de West-Indische Compagnie, 1700-1734 (Middelburg, 2008)</div>\n</div>']"
1709,Denmark / Baltic,Calabar,St. Thomas,0.35897,0.20513,0.4359,56,48,,Twee Gebroeders (a) Zwei Bruder,"Thebeu, Pieter",35066,"[u'Westergaard,321<>Westergaard, Waldemar, <i>The Danish West Indies Under Company Rule (1671-1754)</i> (New York, 1917).', u'Weindl<>Weindl, Andrea,""Die Kurbrandenburger im \'atalntischen System\', 1650-1720,"" in C. Wentzlaff-Eggebert and Martin Traine (eds.), <i>Arbeitspapiere zur Latein Amerikaforschung</i> (K\xf6ln, 2001). URL: http://www.uni-koeln.de/phil-fak/aspla/download/arbeitspapiere/weindl.pdf.', u'Br\xfcbach,235<>Br\xfcbach, Nils, \u201cBrandenburg-Preu\xdfen im transatlantischen Sklavenhandel 1685-1715,\u201d MA dissertation (Universit\xe4t Erlangen-N\xfcrnberg, 1988)', u'Paesie,357-79<><p>Paesie, Ruud, <em>Lorrendrayen op Africa: De illegale goederen- en slavenhandel op West-Afrika tijdens het achttiende-eeuwse handelsmonopolie van de West-Indische Compagnie, 1700-1734</em> (Middelburg, 2008)<br /><br /></p>\n<div id=""mcePasteBin"" style=""position: absolute; top: 0px; left: 0; background: red; width: 1px; height: 1px; overflow: hidden"" contenteditable=""false"">\n<div contenteditable=""true"">De illegale goederen- en slavenhandel op West-Afrika tijdens het achttiende-eeuwse handelsmonopolie van de West-Indische Compagnie, 1700-1734 (Middelburg, 2008)</div>\n</div>']"
1709,Netherlands,Calabar,"Danish West Indies, colony unspecified",,,,112,85,, ,,35159,"[u'Westergaard,321<>Westergaard, Waldemar, <i>The Danish West Indies Under Company Rule (1671-1754)</i> (New York, 1917).']"
1710,Denmark / Baltic,Christiansborg,Portobelo,0.35981,0.11916,0.52103,433,374,Slave insurrection,Fredericus Quartus (a) Frederick IV,"Fijfe, Dirk",35158,"[u'N\xf8rreg\xe5rd,67-68,89<><p>N&oslash;rreg&aring;rd, Georg, <em>Danish Settlements in West Africa, 1658-1850</em> (Boston, 1965).</p>', u'Westergaard,152<>Westergaard, Waldemar, <i>The Danish West Indies Under Company Rule (1671-1754)</i> (New York, 1917).', u'Justesen,v.1,V,18,23,25<>Justesen, Ole, <i>Danish Sources for the History of Ghana, 1657-1754</i>, 2 vols. (Copenhagen, 2005).', u'GAA,NA,6065:177,8/11/10<><p><em>Amsterdam City Archive</em> (Amsterdam, the Netherlands)</p>', u'Hern\xe6s,251-252<><p>Hern&aelig;s, Per O, <em>Slaves, Danes, and African Coast Society: The Danish Slave Trade from West Africa and Afro-Danish Relations on the Eighteenth Century Gold Coast</em> (Trondheim, 1995).</p>']"
1710,Great Britain,"Gold Coast, port unspecified","Barbados, port unspecified",,,,138,92,,Dolphin,"Wells, John<br/> Dowding, Richard",9752,"[u'CO33/15,9<><p><em>BNA</em> (Kew)</p>', u'T70/2,23<><p><em>BNA</em> (Kew), Treasury</p>', u'T70/5,66,70<><p><em>BNA</em> (Kew), Treasury</p>', u'T70/175,181<><p><em>BNA</em> (Kew), Treasury</p>', u'T70/8,55<><p><em>BNA</em> (Kew), Treasury</p>', u'Coughtry,241-85<><p>Coughtry, Jay, <em>The Notorious Triangle: Rhode Island and the African Slave Trade, 1700-1807</em> (Philadelphia, 1981).</p>', u'T70/955<><p><em>BNA</em> (Kew), Treasury</p>', u'T70/355,63<><p><em>BNA</em> (Kew), Treasury</p>']"
1710,Great Britain,Anomabu,"Barbados, port unspecified",0.3506,0.25498,0.39442,300,251,,Elizabeth,"Thorne, Joseph",9761,"[u'T70/5,66-7,72<><p><em>BNA</em> (Kew), Treasury</p>', u'T70/8,55<><p><em>BNA</em> (Kew), Treasury</p>', u'CO33/15,9<><p><em>BNA</em> (Kew)</p>', u'T70/955<><p><em>BNA</em> (Kew), Treasury</p>', u'T70/355,63<><p><em>BNA</em> (Kew), Treasury</p>']"
1710,Great Britain,Cape Coast Castle,"Barbados, port unspecified",0.25614,0.2,0.54386,306,288,,Pindar,"Cooke, William",9762,"[u'T70/2,16<><p><em>BNA</em> (Kew), Treasury</p>', u'T70/5,63<><p><em>BNA</em> (Kew), Treasury</p>', u'CO33/15,9<><p><em>BNA</em> (Kew)</p>', u'T70/58,185<><p><em>BNA</em> (Kew), Treasury</p>', u'T70/956,106-8<><p><em>BNA</em> (Kew), Treasury</p>', u'T70/1209,44<><p><em>BNA</em> (Kew), Treasury</p>', u'Donnan,II,115<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u'T70/355,15<><p><em>BNA</em> (Kew), Treasury</p>']"
1710,Netherlands,Congo North,Suriname,,,,713,705,,Adrichem,"Hoeven, Jan van der",10011,"[u'Postma,304-401<>Postma, Johannes Menne, <i>The Dutch in the Atlantic Slave Trade, 1600-1815</i> (Cambridge, 1990).', u'Heijer,1997,389-420<>Den Heijer, Henk, <i>Goud, ivoor en slav</i><i>en. </i><i>Scheepvaart en handel van de Tweede Westindische Compagnie op Afrika, 1674-1740</i> (Zutphen, 1997).', u'HDB<>Den Heijer, Henk (University of Leiden), Dataset of slave trading voyages of the second Dutch West India Company.']"
1710,Netherlands,Whydah,Curacao,,,,195,168,,Africa (a) S José,"Roos, Pieter",10020,"[u'Postma,304-401<>Postma, Johannes Menne, <i>The Dutch in the Atlantic Slave Trade, 1600-1815</i> (Cambridge, 1990).', u'VanDantzig,144,154<>Van Dantzig, Albert, <i>The Dutch and the Guinea Coast, 1674-1742: A Collection of Documents from the General State Archive at the Hague</i> (Accra, 1978).              ', u'Goslinga,180,610-47<>Goslinga, Cornelis Ch., <i>The Dutch in the Caribbean and the Guianas, 1680-1791 </i>(Assen, 1985).', u'Heijer,1997,389-420<>Den Heijer, Henk, <i>Goud, ivoor en slav</i><i>en. </i><i>Scheepvaart en handel van de Tweede Westindische Compagnie op Afrika, 1674-1740</i> (Zutphen, 1997).', u'HDB<>Den Heijer, Henk (University of Leiden), Dataset of slave trading voyages of the second Dutch West India Company.']"
1710,Netherlands,Whydah,"Martinique, port unspecified",,,,520,430,,Stadt Amsterdam,"Sas, Jurriaan",10028,"[u'Postma,49,304-401<>Postma, Johannes Menne, <i>The Dutch in the Atlantic Slave Trade, 1600-1815</i> (Cambridge, 1990).', u'Goslinga,610-47<>Goslinga, Cornelis Ch., <i>The Dutch in the Caribbean and the Guianas, 1680-1791 </i>(Assen, 1985).', u'Heijer,1997,389-420<>Den Heijer, Henk, <i>Goud, ivoor en slav</i><i>en. </i><i>Scheepvaart en handel van de Tweede Westindische Compagnie op Afrika, 1674-1740</i> (Zutphen, 1997).', u'HDB<>Den Heijer, Henk (University of Leiden), Dataset of slave trading voyages of the second Dutch West India Company.', u'Goslinga,Curacao,31,45-50<>Goslinga, Cornelis Ch.,""Cura\xe7ao as a slave-trading center during the war of the Spanish succession (1702-1714),"" <i>Nieuwe West-Indische Gids</i>, 52 (1977-8): 1-50.', u'GAA,NA,4776:1507,15/10/10<><p><em>Amsterdam City Archive</em> (Amsterdam, the Netherlands)</p>']"
1710,Netherlands,Elmina,Curacao,0.2406,0.01504,0.74436,139,83,,Axim,"Jacobsz, Pieter",10038,"[u'Postma,304-401<>Postma, Johannes Menne, <i>The Dutch in the Atlantic Slave Trade, 1600-1815</i> (Cambridge, 1990).', u'Goslinga,610-47<>Goslinga, Cornelis Ch., <i>The Dutch in the Caribbean and the Guianas, 1680-1791 </i>(Assen, 1985).', u'Heijer,1997,389-420<>Den Heijer, Henk, <i>Goud, ivoor en slav</i><i>en. </i><i>Scheepvaart en handel van de Tweede Westindische Compagnie op Afrika, 1674-1740</i> (Zutphen, 1997).', u'HDB<>Den Heijer, Henk (University of Leiden), Dataset of slave trading voyages of the second Dutch West India Company.', u'VanDantzig,147<>Van Dantzig, Albert, <i>The Dutch and the Guinea Coast, 1674-1742: A Collection of Documents from the General State Archive at the Hague</i> (Accra, 1978).              ']"
1710,Netherlands,Whydah,Curacao,,,,472,458,,Carolus Secundus,"Broun, Jacob",10066,"[u'Postma,304-401<>Postma, Johannes Menne, <i>The Dutch in the Atlantic Slave Trade, 1600-1815</i> (Cambridge, 1990).', u'Goslinga,180-1,610-47<>Goslinga, Cornelis Ch., <i>The Dutch in the Caribbean and the Guianas, 1680-1791 </i>(Assen, 1985).', u'Heijer,1997,389-420<>Den Heijer, Henk, <i>Goud, ivoor en slav</i><i>en. </i><i>Scheepvaart en handel van de Tweede Westindische Compagnie op Afrika, 1674-1740</i> (Zutphen, 1997).', u'HDB<>Den Heijer, Henk (University of Leiden), Dataset of slave trading voyages of the second Dutch West India Company.', u""Winter,200<>Van Winter, P. J., <i>De Westindische Compagnie ter kamer Stad en Lande</i> ('s-Gravenhage, 1978).""]"
1710,Netherlands,"Bight of Benin, port unspecified",Curacao,,,,572,490,,Stad Moskou,,10230,"[u'Postma,304-401<>Postma, Johannes Menne, <i>The Dutch in the Atlantic Slave Trade, 1600-1815</i> (Cambridge, 1990).', u'Goslinga,180,610-47<>Goslinga, Cornelis Ch., <i>The Dutch in the Caribbean and the Guianas, 1680-1791 </i>(Assen, 1985).', u'Heijer,1997,389-420<>Den Heijer, Henk, <i>Goud, ivoor en slav</i><i>en. </i><i>Scheepvaart en handel van de Tweede Westindische Compagnie op Afrika, 1674-1740</i> (Zutphen, 1997).', u'HDB<>Den Heijer, Henk (University of Leiden), Dataset of slave trading voyages of the second Dutch West India Company.', u'Goslinga,Curacao,45-50<>Goslinga, Cornelis Ch.,""Cura\xe7ao as a slave-trading center during the war of the Spanish succession (1702-1714),"" <i>Nieuwe West-Indische Gids</i>, 52 (1977-8): 1-50.']"
1710,Netherlands,Whydah,Suriname,,,,517,451,,S Clara,"Geffen, Arent van<br/> Caagman, Claas",10301,"[u'Postma,304-401<>Postma, Johannes Menne, <i>The Dutch in the Atlantic Slave Trade, 1600-1815</i> (Cambridge, 1990).', u'Heijer,1997,389-420<>Den Heijer, Henk, <i>Goud, ivoor en slav</i><i>en. </i><i>Scheepvaart en handel van de Tweede Westindische Compagnie op Afrika, 1674-1740</i> (Zutphen, 1997).', u'HDB<>Den Heijer, Henk (University of Leiden), Dataset of slave trading voyages of the second Dutch West India Company.', u'Goslinga,610-47<>Goslinga, Cornelis Ch., <i>The Dutch in the Caribbean and the Guianas, 1680-1791 </i>(Assen, 1985).', u'ARA,NBKG,236<><i>Nationaal Archief</i> (The Hague, Netherlands) Nederlandse Bezittingen ter Kuste van Guin\xe9']"
1710,Great Britain,"Gold Coast, port unspecified",Kingston,,,,150,126,,Neptune,"Martin, Thomas",20562,"[u'T70/5,71<><p><em>BNA</em> (Kew), Treasury</p>', u'T70/8,52<><p><em>BNA</em> (Kew), Treasury</p>', u'CO142/14,f.16v-17<><p><em>BNA</em> (Kew)</p>', u'Donnan,II,118<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>']"
1710,Great Britain,Whydah,Kingston,,,,340,290,,Amey Gally,"Prince, Lawrence",20565,"[u'T70/5,65<><p><em>BNA</em> (Kew), Treasury</p>', u'T70/1199<><p><em>BNA</em> (Kew), Treasury</p>', u'CO142/14<><p><em>BNA</em> (Kew)</p>', u'T70/356,2<><p><em>BNA</em> (Kew), Treasury</p>']"
1710,Great Britain,"Gold Coast, port unspecified","Jamaica, port unspecified",,,,185,160,,Alexander Gally,"Mackley, Thomas",20593,"[u'T70/5,64-5<><p><em>BNA</em> (Kew), Treasury</p>', u'CO142/14,f.41<><p><em>BNA</em> (Kew)</p>', u'Donnan,II,118<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u'T70/356,11<><p><em>BNA</em> (Kew), Treasury</p>']"
1710,Great Britain,Anomabu,"Barbados, port unspecified",,,,129,115,,Crowe,"Thirtickle, William",20845,"[u'T70/5,66<><p><em>BNA</em> (Kew), Treasury</p>', u'T70/1199<><p><em>BNA</em> (Kew), Treasury</p>', u'T70/8,53<><p><em>BNA</em> (Kew), Treasury</p>', u'CO33/15,9<><p><em>BNA</em> (Kew)</p>', u'T70/355,64<><p><em>BNA</em> (Kew), Treasury</p>']"
1710,Great Britain,"Africa., port unspecified","Barbados, port unspecified",,,,151,121,,Ann and Mary,"Harris, Tobias",20846,"[u'CO33/15,9<><p><em>BNA</em> (Kew)</p>', u'T70/8,55<><p><em>BNA</em> (Kew), Treasury</p>', u'T70/355,64<><p><em>BNA</em> (Kew), Treasury</p>']"
1710,Great Britain,Cape Coast Castle,Saint John (Antigua),,,,127,113,,Rogers,"Green, Jonathan",20873,"[u'T70/2,21<><p><em>BNA</em> (Kew), Treasury</p>', u'T70/5,72<><p><em>BNA</em> (Kew), Treasury</p>', u'T70/8,52<><p><em>BNA</em> (Kew), Treasury</p>', u'T70/355,67<><p><em>BNA</em> (Kew), Treasury</p>']"
1710,Great Britain,Whydah,Kingston,,,,434,370,,Richard and James,"Bonham, Samuel<br/> Johnson, Richard",15180,"[u'T70/5,66,70<><p><em>BNA</em> (Kew), Treasury</p>', u'T70/1199<><p><em>BNA</em> (Kew), Treasury</p>', u'Donnan,II,93,120-1<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u'CO142/14,f.19v-20<><p><em>BNA</em> (Kew)</p>', u'Morice,2,Mitchel,Basnet,Miller, May,1711<>Morice, Humphry, <i>Slave Trade Journals and Papers (microform). Part 1: the Humphry Morice Papers</i>, 4 reels (Marlborough, 2000).', u'T70/355,32,37<><p><em>BNA</em> (Kew), Treasury</p>']"
1710,Great Britain,Whydah,Kingston,,,,328,320,,Dorothea,"Lovell, Bowyer",15185,"[u'T70/5,65<><p><em>BNA</em> (Kew), Treasury</p>', u'T70/1199<><p><em>BNA</em> (Kew), Treasury</p>', u'Donnan,II,93<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u'CO142/14,f.14v-15<><p><em>BNA</em> (Kew)</p>', u'T70/355,13,14<><p><em>BNA</em> (Kew), Treasury</p>']"
1710,Great Britain,"Africa., port unspecified",Kingston,,,,365,292,,Fanteen Gally,"Hudson, Kendal",15188,"[u'T70/5,64<><p><em>BNA</em> (Kew), Treasury</p>', u'T70/1199<><p><em>BNA</em> (Kew), Treasury</p>', u'Donnan,II,93<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u'CO142/14,f.15v-16<><p><em>BNA</em> (Kew)</p>', u'T70/355,15,31<><p><em>BNA</em> (Kew), Treasury</p>']"
1710,Great Britain,Whydah,"Jamaica, port unspecified",,,,458,390,,Macklesfield,"Chadwick, Samuel<br/> Brewer, Ben",15190,"[u'T70/5,70<><p><em>BNA</em> (Kew), Treasury</p>', u'T70/1199<><p><em>BNA</em> (Kew), Treasury</p>', u'T70/8,53<><p><em>BNA</em> (Kew), Treasury</p>', u'CO142/14,f.40v<><p><em>BNA</em> (Kew)</p>', u'CO388/13,103<><p><em>BNA</em> (Kew)</p>', u'Donnan,II,93-4<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u'T70/355,32<><p><em>BNA</em> (Kew), Treasury</p>']"
